index,wind_BE,wind_DE,wind_DK,wind_NL,wind_NO,wind_UK
7547,0.1183,0.0167,0.2231,0.0609,0.106,0.3152
7548,0.1469,0.0141,0.2051,0.0757,0.1013,0.3772
7549,0.1572,0.0149,0.1941,0.0828,0.1089,0.4581
7550,0.1539,0.0194,0.1972,0.0823,0.1273,0.5538
7551,0.156,0.0274,0.2326,0.0835,0.1722,0.6438
7552,0.1835,0.037,0.2766,0.0967,0.2431,0.7211
7553,0.235,0.0468,0.3061,0.1248,0.3061,0.7467
7554,0.2914,0.0523,0.3217,0.1593,0.3535,0.7526
7555,0.3477,0.0524,0.32,0.1943,0.4039,0.7003
7556,0.3998,0.0493,0.3251,0.2275,0.4373,0.5041
7557,0.4215,0.0462,0.3096,0.2455,0.4425,0.3947
7558,0.4555,0.0502,0.2957,0.2727,0.4462,0.5249
7559,0.531,0.0595,0.284,0.3245,0.4565,0.5152
7560,0.5911,0.0636,0.2765,0.3661,0.4775,0.472
7561,0.614,0.0626,0.284,0.3864,0.4935,0.4567
7562,0.5782,0.0649,0.2915,0.3698,0.5102,0.4832
7563,0.5304,0.0775,0.3156,0.3587,0.5315,0.4595
7564,0.4213,0.0973,0.3464,0.3119,0.5479,0.44
7565,0.3591,0.1135,0.3696,0.2755,0.5618,0.4303
7566,0.3731,0.1316,0.3818,0.2677,0.5758,0.472
7567,0.4947,0.1507,0.3849,0.3264,0.5917,0.5646
7568,0.5348,0.1611,0.368,0.3835,0.5996,0.6856
7569,0.4402,0.1512,0.327,0.3504,0.5884,0.7594
7570,0.3511,0.1291,0.2858,0.2942,0.5792,0.82
7571,0.3425,0.1066,0.2416,0.2693,0.5838,0.8823
7572,0.3104,0.0888,0.2086,0.2312,0.5668,0.9362
7573,0.2539,0.0743,0.1836,0.1797,0.5675,0.9814
7574,0.2735,0.0626,0.1683,0.1682,0.5885,0.9693
7575,0.3604,0.0506,0.1753,0.2005,0.6304,0.8752
7576,0.452,0.0412,0.1988,0.2538,0.6666,0.6536
7577,0.5425,0.0426,0.211,0.3101,0.6897,0.5166
7578,0.601,0.0538,0.2309,0.3538,0.7163,0.5
7579,0.6736,0.0676,0.2567,0.4022,0.7462,0.536
7580,0.7741,0.0806,0.2754,0.4874,0.7728,0.5469
7581,0.7603,0.1047,0.2929,0.512,0.7733,0.5497
7582,0.791,0.1483,0.3075,0.571,0.7829,0.5387
7583,0.8544,0.2218,0.344,0.6577,0.7963,0.4846
7584,0.8282,0.3145,0.4035,0.6761,0.8119,0.4179
7585,0.7922,0.4076,0.4882,0.6862,0.8164,0.3947
7586,0.7208,0.5035,0.5808,0.6596,0.8295,0.3431
7587,0.6563,0.5873,0.6713,0.623,0.8404,0.2956
7588,0.6873,0.636,0.7272,0.6387,0.8468,0.272
7589,0.7304,0.6291,0.7713,0.6408,0.8467,0.264
7590,0.862,0.6165,0.8112,0.7526,0.854,0.2462
7591,0.8909,0.5725,0.8184,0.7551,0.8617,0.2136
7592,0.846,0.5047,0.8039,0.7042,0.8678,0.16
7593,0.8384,0.4452,0.7575,0.672,0.8722,0.1093
7594,0.743,0.4198,0.6621,0.5973,0.8746,0.0543
7595,0.7227,0.4271,0.5865,0.5735,0.8883,0.0252
7596,0.7763,0.4092,0.4867,0.588,0.9194,0.053
7597,0.8346,0.3624,0.4254,0.6099,0.9315,0.1175
7598,0.8458,0.3018,0.3294,0.5857,0.937,0.2157
7599,0.8642,0.2888,0.2788,0.5989,0.9331,0.3813
7600,0.8205,0.3167,0.2353,0.5775,0.9204,0.5687
7601,0.7691,0.3271,0.2158,0.5563,0.9142,0.668
7602,0.8451,0.3504,0.2054,0.6504,0.9168,0.574
7603,0.8522,0.4616,0.2075,0.7235,0.8974,0.479
7604,0.8541,0.5879,0.204,0.7783,0.8859,0.4331
7605,0.8666,0.636,0.2092,0.7943,0.8866,0.845
7606,0.8779,0.5809,0.2491,0.7655,0.8724,0.8967
7607,0.8925,0.5505,0.3766,0.7733,0.8739,0.8947
7608,0.909,0.5934,0.4383,0.8018,0.8751,0.9056
7609,0.9206,0.6118,0.5223,0.8175,0.8836,0.9272
7610,0.9247,0.6332,0.5459,0.8334,0.8956,0.9441
7611,0.9282,0.6667,0.5777,0.8471,0.9037,0.9505
7612,0.9242,0.6895,0.6355,0.8542,0.9086,0.9516
7613,0.8947,0.7184,0.6798,0.8378,0.9285,0.9042
7614,0.9082,0.7338,0.7175,0.8455,0.9524,0.7336
7615,0.9069,0.7394,0.7437,0.8526,0.97,0.3746
7616,0.8739,0.7621,0.7575,0.8151,0.9801,0.1847
7617,0.907,0.7659,0.7712,0.8276,0.9835,0.146
7618,0.9342,0.7593,0.7949,0.8449,0.9861,0.518
7619,0.9515,0.7488,0.8346,0.8568,0.9856,0.845
7620,0.9664,0.7178,0.7854,0.8839,0.9867,0.8528
7621,0.9784,0.7172,0.7185,0.9097,0.9847,0.7594
7622,0.9822,0.7385,0.7143,0.922,0.9635,0.6096
7623,0.9841,0.7547,0.7078,0.9314,0.923,0.5442
7624,0.9853,0.7856,0.7447,0.946,0.9016,0.5208
7625,0.9853,0.813,0.7694,0.9592,0.9054,0.44
7626,0.985,0.8284,0.7862,0.9666,0.9115,0.3392
7627,0.9855,0.8292,0.8045,0.9688,0.9175,0.2932
7628,0.9793,0.8376,0.8265,0.9625,0.9241,0.2343
7629,0.9572,0.8507,0.8393,0.9399,0.9337,0.2207
7630,0.8807,0.8662,0.8426,0.8707,0.9417,0.2932
7631,0.7167,0.85,0.8539,0.7415,0.9467,0.3692
7632,0.4841,0.8087,0.8884,0.5979,0.9443,0.3759
7633,0.2656,0.7903,0.8135,0.4726,0.9236,0.3469
7634,0.239,0.7698,0.6519,0.4147,0.8555,0.36
7635,0.4004,0.6938,0.5349,0.4441,0.6692,0.3379
7636,0.5784,0.5884,0.5399,0.5175,0.4811,0.3495
7637,0.6256,0.477,0.5465,0.5173,0.419,0.3799
7638,0.6449,0.373,0.5214,0.4959,0.372,0.407
7639,0.6738,0.2958,0.4542,0.4857,0.2831,0.4124
7640,0.7037,0.2486,0.3927,0.4946,0.3007,0.4042
7641,0.6752,0.2131,0.3334,0.482,0.4108,0.3866
7642,0.6088,0.194,0.2715,0.4463,0.4837,0.4138
7643,0.5788,0.2141,0.2202,0.4384,0.5062,0.4428
7644,0.5285,0.247,0.1681,0.4264,0.5069,0.4706
7645,0.4591,0.2867,0.1444,0.3964,0.5049,0.4958
7646,0.3985,0.301,0.1605,0.356,0.5123,0.5166
7647,0.3505,0.2989,0.2076,0.3173,0.5385,0.5633
7648,0.3157,0.2813,0.2861,0.2844,0.5825,0.6161
7649,0.2931,0.2482,0.3494,0.2685,0.6098,0.5713
7650,0.279,0.2171,0.375,0.2525,0.6885,0.4692
7651,0.267,0.1924,0.3506,0.2344,0.7421,0.4692
7652,0.2405,0.174,0.29,0.2109,0.7198,0.5442
7653,0.208,0.1654,0.2085,0.1925,0.7139,0.625
7654,0.1721,0.1583,0.1514,0.1692,0.6961,0.7447
7655,0.1361,0.1391,0.1221,0.1413,0.6619,0.7336
7656,0.1361,0.1108,0.102,0.1281,0.6397,0.7284
7657,0.1605,0.0884,0.0924,0.1315,0.6418,0.7407
7658,0.1778,0.0794,0.0824,0.1376,0.6414,0.8267
7659,0.2645,0.0674,0.0709,0.1748,0.6402,0.8947
7660,0.4416,0.056,0.0532,0.258,0.6327,0.9183
7661,0.6275,0.063,0.0354,0.3718,0.6357,0.8932
7662,0.732,0.0829,0.0316,0.472,0.6303,0.7893
7663,0.7212,0.1135,0.0407,0.5023,0.6485,0.6199
7664,0.6267,0.1548,0.0819,0.4836,0.6676,0.7336
7665,0.5165,0.2197,0.1059,0.4381,0.6614,0.9195
7666,0.5536,0.3109,0.1266,0.4929,0.6804,0.9138
7667,0.6782,0.414,0.1912,0.5943,0.6862,0.8947
7668,0.7758,0.5329,0.2576,0.6981,0.7259,0.8855
7669,0.8635,0.6061,0.3636,0.7876,0.7518,0.8876
7670,0.906,0.6231,0.4828,0.8095,0.7736,0.9095
7671,0.8945,0.6083,0.5923,0.7982,0.7947,0.9167
7672,0.8572,0.6189,0.6805,0.7872,0.815,0.8981
7673,0.8335,0.6799,0.7291,0.7836,0.8294,0.8616
7674,0.8595,0.7095,0.74,0.7985,0.8448,0.8154
7675,0.8767,0.7097,0.6602,0.8077,0.8632,0.7901
7676,0.8533,0.6853,0.603,0.7887,0.8895,0.7978
7677,0.8248,0.6676,0.6216,0.7732,0.9061,0.7936
7678,0.8351,0.6845,0.5721,0.7856,0.9132,0.7669
7679,0.8202,0.6906,0.5585,0.7764,0.9059,0.7103
7680,0.7757,0.675,0.6056,0.7431,0.9108,0.6237
7681,0.7302,0.6479,0.6354,0.7044,0.9143,0.5578
7682,0.6629,0.6446,0.6695,0.6564,0.8922,0.4804
7683,0.6049,0.6401,0.6794,0.6174,0.8761,0.4651
7684,0.5379,0.6421,0.6846,0.5801,0.8533,0.4581
7685,0.4775,0.6575,0.7019,0.5481,0.8191,0.4248
7686,0.4511,0.6649,0.7358,0.5283,0.8564,0.4386
7687,0.4648,0.6707,0.7608,0.5333,0.8757,0.4706
7688,0.477,0.6844,0.7841,0.5392,0.8809,0.4846
7689,0.4489,0.6929,0.8054,0.5314,0.8775,0.4679
7690,0.455,0.7097,0.8383,0.5345,0.896,0.5055
7691,0.4397,0.7016,0.8623,0.5204,0.9012,0.5619
7692,0.438,0.6863,0.86,0.5139,0.8886,0.7114
7693,0.426,0.6683,0.8446,0.5002,0.8702,0.8091
7694,0.4289,0.6426,0.8259,0.489,0.8744,0.8332
7695,0.4875,0.6347,0.8203,0.5135,0.8764,0.8304
7696,0.5404,0.6166,0.8194,0.5356,0.8775,0.7669
7697,0.6343,0.6077,0.8169,0.596,0.8642,0.6109
7698,0.7158,0.6037,0.8104,0.6561,0.8538,0.4511
7699,0.7579,0.6289,0.8113,0.7026,0.8606,0.4372
7700,0.7805,0.6475,0.8108,0.734,0.8896,0.5332
7701,0.8,0.6946,0.7978,0.7712,0.9199,0.662
7702,0.8082,0.7502,0.7909,0.7944,0.9292,0.8223
7703,0.8238,0.7877,0.8124,0.8115,0.923,0.9082
7704,0.8446,0.817,0.8538,0.8317,0.9,0.9614
7705,0.8477,0.8319,0.9018,0.8341,0.8529,0.9782
7706,0.8577,0.8396,0.9207,0.8404,0.764,0.98
7707,0.8746,0.8489,0.9026,0.8533,0.6615,0.9716
7708,0.9121,0.8734,0.8675,0.8874,0.6791,0.9623
7709,0.9382,0.8966,0.811,0.9159,0.663,0.9601
7710,0.9577,0.9258,0.7473,0.9406,0.6195,0.9283
7711,0.9716,0.9477,0.7723,0.9585,0.5711,0.8962
7712,0.9803,0.9589,0.8259,0.9703,0.509,0.8723
7713,0.985,0.9619,0.917,0.9784,0.3413,0.8541
7714,0.9855,0.9516,0.9694,0.9793,0.1905,0.8289
7715,0.9853,0.9436,0.9734,0.9797,0.1102,0.8115
7716,0.9853,0.96,0.9788,0.9818,0.1143,0.8123
7717,0.9846,0.9765,0.9708,0.972,0.1695,0.8515
7718,0.9792,0.9386,0.9785,0.9359,0.2094,0.8723
7719,0.9678,0.856,0.9774,0.8741,0.2596,0.8981
7720,0.9504,0.7633,0.9489,0.8105,0.2875,0.9246
7721,0.943,0.7024,0.9123,0.7802,0.2824,0.9311
7722,0.9301,0.6338,0.8675,0.7409,0.3173,0.9435
7723,0.9187,0.5439,0.8051,0.7042,0.2635,0.9625
7724,0.9155,0.4392,0.7288,0.6754,0.163,0.9693
7725,0.913,0.4418,0.6443,0.7236,0.1833,0.9771
7726,0.915,0.5355,0.5649,0.7964,0.2439,0.9794
7727,0.9055,0.6586,0.4793,0.8309,0.2874,0.9817
7728,0.8856,0.7343,0.382,0.8286,0.3277,0.9818
7729,0.8513,0.7733,0.3503,0.8098,0.4467,0.9808
7730,0.8455,0.7885,0.4751,0.8071,0.5452,0.9803
7731,0.8456,0.7994,0.6106,0.8089,0.6578,0.9787
7732,0.8298,0.8078,0.7178,0.7989,0.7576,0.975
7733,0.8341,0.8105,0.7662,0.8087,0.823,0.9737
7734,0.8408,0.8303,0.8116,0.8184,0.8441,0.9793
7735,0.8522,0.8437,0.8343,0.8254,0.8321,0.9868
7736,0.8471,0.8498,0.8341,0.8202,0.8048,0.988
7737,0.8313,0.8439,0.8436,0.8056,0.7981,0.9879
7738,0.811,0.8541,0.8472,0.7953,0.7732,0.987
7739,0.7916,0.8686,0.8505,0.7867,0.7837,0.9868
7740,0.7808,0.8743,0.8687,0.7784,0.7479,0.9868
7741,0.7916,0.864,0.869,0.782,0.7165,0.9864
7742,0.7962,0.8536,0.8787,0.7819,0.712,0.9874
7743,0.7771,0.8284,0.8913,0.7634,0.7533,0.9875
7744,0.7321,0.8132,0.8868,0.7333,0.7814,0.9877
7745,0.7036,0.8138,0.8891,0.7165,0.829,0.9879
7746,0.6692,0.8165,0.8964,0.6898,0.8829,0.988
7747,0.6222,0.8118,0.9029,0.6595,0.9199,0.9757
7748,0.625,0.8055,0.9049,0.6589,0.9408,0.9167
7749,0.6452,0.7945,0.9045,0.6671,0.9474,0.8757
7750,0.6682,0.7714,0.9021,0.6766,0.9557,0.8535
7751,0.6703,0.7455,0.8911,0.6727,0.9558,0.7986
7752,0.652,0.7262,0.8751,0.6591,0.942,0.7733
7753,0.6405,0.7095,0.8603,0.6575,0.9205,0.7743
7754,0.6609,0.708,0.8544,0.6579,0.9041,0.8068
7755,0.6366,0.7004,0.8517,0.6359,0.9025,0.8139
7756,0.6538,0.6801,0.8492,0.6307,0.8886,0.7961
7757,0.6772,0.6731,0.8449,0.6411,0.8761,0.7417
7758,0.6795,0.6769,0.8382,0.6469,0.8746,0.6692
7759,0.7013,0.6849,0.8416,0.6663,0.8764,0.5847
7760,0.685,0.6891,0.8531,0.6636,0.898,0.4567
7761,0.6874,0.6918,0.8616,0.6621,0.9124,0.364
7762,0.8284,0.7033,0.8666,0.7519,0.9303,0.3457
7763,0.9037,0.7339,0.8681,0.8377,0.9309,0.3534
7764,0.9152,0.7591,0.8745,0.8609,0.9059,0.3893
7765,0.8969,0.8056,0.8724,0.8529,0.8896,0.3679
7766,0.858,0.808,0.8527,0.8138,0.8592,0.2884
7767,0.7821,0.7776,0.8262,0.7353,0.7891,0.2067
7768,0.6641,0.7318,0.7903,0.6335,0.7307,0.1634
7769,0.5579,0.6704,0.7625,0.5448,0.6827,0.1452
7770,0.45,0.5977,0.7269,0.4461,0.6635,0.1276
7771,0.3652,0.5389,0.7202,0.3841,0.6273,0.1225
7772,0.2934,0.5009,0.6997,0.3284,0.5408,0.1397
7773,0.241,0.4565,0.6697,0.2853,0.5487,0.196
7774,0.1961,0.4205,0.6216,0.2386,0.5975,0.2968
7775,0.1647,0.3889,0.6019,0.2017,0.6537,0.4002
7776,0.1449,0.3518,0.5932,0.1793,0.657,0.4456
7777,0.1264,0.3149,0.6008,0.1579,0.6083,0.4748
7778,0.1196,0.269,0.5797,0.1338,0.5554,0.5055
7779,0.1352,0.2062,0.527,0.1181,0.5475,0.5578
7780,0.1723,0.1484,0.4423,0.116,0.565,0.6083
7781,0.221,0.1114,0.3492,0.1314,0.4911,0.7447
7782,0.2869,0.0943,0.2938,0.1661,0.3736,0.8367
7783,0.3285,0.0869,0.2663,0.1993,0.3095,0.8839
7784,0.327,0.0973,0.225,0.2235,0.2846,0.9163
7785,0.2917,0.1233,0.2111,0.2236,0.3306,0.9671
7786,0.2881,0.1506,0.1952,0.2418,0.3964,0.9752
7787,0.3459,0.1697,0.1612,0.2789,0.3861,0.9524
7788,0.4344,0.184,0.1608,0.3285,0.3123,0.9554
7789,0.5101,0.217,0.1749,0.3894,0.2701,0.9513
7790,0.5923,0.2602,0.2231,0.449,0.3162,0.8091
7791,0.66,0.3149,0.2947,0.5165,0.3956,0.823
7792,0.6959,0.3638,0.3425,0.5656,0.4762,0.9078
7793,0.7185,0.4037,0.3714,0.5942,0.5721,0.9223
7794,0.7283,0.425,0.4101,0.6113,0.6819,0.9283
7795,0.7547,0.4434,0.5183,0.6303,0.7552,0.9486
7796,0.8105,0.4663,0.5164,0.6838,0.8109,0.9659
7797,0.7408,0.4934,0.5421,0.6605,0.8721,0.9749
7798,0.6359,0.5765,0.5919,0.6165,0.9138,0.9732
7799,0.6115,0.5736,0.5557,0.5816,0.9358,0.9571
7800,0.6036,0.5259,0.632,0.5623,0.9457,0.9301
7801,0.7593,0.5472,0.6415,0.6689,0.946,0.9223
7802,0.7886,0.578,0.651,0.7112,0.9338,0.9183
7803,0.7845,0.626,0.6961,0.7172,0.9087,0.9069
7804,0.8079,0.6712,0.6977,0.741,0.8704,0.8937
7805,0.8391,0.668,0.7471,0.7587,0.8542,0.8839
7806,0.8558,0.6705,0.7766,0.7724,0.8236,0.9147
7807,0.8704,0.6587,0.7866,0.7825,0.7566,0.929
7808,0.8908,0.6222,0.7272,0.7832,0.7081,0.9352
7809,0.916,0.6495,0.6859,0.8252,0.666,0.9401
7810,0.9201,0.6956,0.6819,0.8465,0.6683,0.9534
7811,0.9275,0.7363,0.6875,0.8594,0.671,0.9612
7812,0.9416,0.7431,0.6935,0.872,0.6932,0.968
7813,0.9547,0.7564,0.6702,0.8949,0.6898,0.972
7814,0.9684,0.7814,0.6754,0.9155,0.6899,0.9782
7815,0.9744,0.8048,0.7426,0.9312,0.7067,0.9821
7816,0.9736,0.8275,0.7888,0.9397,0.7294,0.9803
7817,0.9647,0.8557,0.8179,0.9409,0.7545,0.9756
7818,0.9561,0.8883,0.8684,0.9373,0.7692,0.9724
7819,0.9569,0.8975,0.9182,0.9369,0.7774,0.9708
7820,0.9646,0.8898,0.9411,0.9432,0.7374,0.9674
7821,0.9711,0.8886,0.9356,0.9524,0.6768,0.9645
7822,0.9684,0.8907,0.9209,0.9525,0.6334,0.9625
7823,0.9681,0.9025,0.9184,0.9518,0.61,0.9557
7824,0.975,0.9132,0.9208,0.9586,0.5735,0.9444
7825,0.9761,0.9233,0.9222,0.9592,0.5388,0.9242
7826,0.9736,0.922,0.925,0.954,0.5346,0.8763
7827,0.9708,0.9159,0.9289,0.9488,0.5479,0.7814
7828,0.967,0.9115,0.9351,0.9437,0.5948,0.645
7829,0.9625,0.913,0.9391,0.9389,0.604,0.479
7830,0.9505,0.9146,0.9431,0.9279,0.5881,0.329
7831,0.9185,0.9151,0.941,0.8928,0.56,0.2849
7832,0.9474,0.9173,0.9391,0.9049,0.456,0.4386
7833,0.9661,0.9173,0.942,0.9278,0.3819,0.681
7834,0.9535,0.9116,0.9501,0.9134,0.2957,0.8839
7835,0.9358,0.8929,0.9548,0.8811,0.1554,0.9065
7836,0.9395,0.8526,0.9493,0.8632,0.0464,0.8861
7837,0.9488,0.7864,0.9345,0.848,0.0238,0.8267
7838,0.9647,0.6935,0.9061,0.8276,0.0919,0.785
7839,0.9775,0.5764,0.868,0.7998,0.2342,0.7555
7840,0.9829,0.479,0.8184,0.7725,0.3415,0.7487
7841,0.9836,0.3644,0.7584,0.7322,0.3407,0.7157
7842,0.9781,0.2947,0.6811,0.7233,0.3143,0.6632
7843,0.9664,0.3122,0.6119,0.7478,0.2802,0.5913
7844,0.9207,0.4234,0.5558,0.7654,0.248,0.5097
7845,0.8878,0.5824,0.5238,0.8047,0.2312,0.3853
7846,0.8977,0.7061,0.5324,0.8464,0.2336,0.314
7847,0.8903,0.759,0.5471,0.8578,0.2536,0.2813
7848,0.8675,0.7755,0.5225,0.8469,0.2769,0.2311
7849,0.8327,0.788,0.5276,0.8148,0.3039,0.2146
7850,0.7733,0.805,0.5739,0.7561,0.329,0.2908
7851,0.6877,0.7811,0.6278,0.6822,0.3147,0.5807
7852,0.6092,0.7871,0.6752,0.6247,0.2863,0.7805
7853,0.5853,0.7958,0.7503,0.5996,0.2662,0.8515
7854,0.5286,0.76,0.8003,0.5587,0.2381,0.8763
7855,0.4638,0.7231,0.8276,0.5134,0.2275,0.8866
7856,0.6417,0.7103,0.8229,0.571,0.2407,0.9095
7857,0.8556,0.673,0.8005,0.7113,0.2659,0.9404
7858,0.9082,0.6395,0.7697,0.7679,0.2427,0.9478
7859,0.9173,0.6028,0.7233,0.7699,0.1876,0.9629
7860,0.9284,0.5502,0.677,0.7598,0.1365,0.9724
7861,0.9361,0.4599,0.5877,0.7447,0.0906,0.98
7862,0.9447,0.4352,0.4453,0.7977,0.0821,0.9847
7863,0.9478,0.5776,0.3067,0.8678,0.1108,0.9864
7864,0.9503,0.7345,0.1913,0.8981,0.231,0.9845
7865,0.9488,0.7835,0.169,0.8961,0.4067,0.9603
7866,0.9462,0.7912,0.247,0.8943,0.5453,0.8409
7867,0.9446,0.7959,0.4656,0.9003,0.6586,0.6388
7868,0.9422,0.8061,0.6081,0.9059,0.7708,0.4248
7869,0.9389,0.8228,0.6895,0.9103,0.8453,0.4166
7870,0.9466,0.8345,0.7698,0.9199,0.8924,0.4972
7871,0.9504,0.8431,0.8046,0.9247,0.8992,0.607
7872,0.9581,0.8612,0.8251,0.9327,0.8919,0.7125
7873,0.9666,0.8974,0.8545,0.9422,0.9015,0.7936
7874,0.9733,0.921,0.8969,0.9499,0.8999,0.8796
7875,0.9768,0.9184,0.9166,0.9548,0.8783,0.942
7876,0.9803,0.9128,0.9239,0.9612,0.8311,0.9684
7877,0.9813,0.9151,0.9302,0.9659,0.8467,0.9809
7878,0.9735,0.923,0.9514,0.96,0.8237,0.9863
7879,0.9381,0.9269,0.9665,0.9268,0.7928,0.9874
7880,0.8599,0.925,0.9767,0.8582,0.791,0.9831
7881,0.7953,0.9099,0.9705,0.7903,0.6997,0.9601
7882,0.7977,0.8579,0.9194,0.7623,0.6112,0.9113
7883,0.8494,0.7956,0.8118,0.7849,0.7374,0.8628
7884,0.8804,0.7947,0.6904,0.8237,0.822,0.8443
7885,0.9002,0.8418,0.779,0.8556,0.8909,0.8367
7886,0.9132,0.8881,0.8771,0.8799,0.9415,0.8208
7887,0.9175,0.8933,0.9148,0.8878,0.977,0.7927
7888,0.9183,0.884,0.932,0.8886,0.9841,0.7603
7889,0.921,0.8784,0.9408,0.8928,0.987,0.7179
7890,0.9238,0.8698,0.9433,0.8936,0.9855,0.6751
7891,0.9228,0.8568,0.939,0.8895,0.9829,0.6644
7892,0.9107,0.8328,0.9279,0.8752,0.9824,0.6856
7893,0.8842,0.8303,0.9209,0.8515,0.9836,0.7146
7894,0.8422,0.8256,0.9104,0.8158,0.9845,0.7346
7895,0.7974,0.8161,0.8926,0.7723,0.9841,0.7487
7896,0.7968,0.801,0.886,0.7619,0.9845,0.7678
7897,0.8162,0.7966,0.8884,0.7768,0.9868,0.765
7898,0.8239,0.8052,0.8945,0.7876,0.9857,0.7447
7899,0.8376,0.8079,0.8931,0.7931,0.984,0.7048
7900,0.871,0.8021,0.8888,0.8148,0.9797,0.6728
7901,0.9052,0.8202,0.8743,0.8542,0.9733,0.6739
7902,0.9189,0.8555,0.8507,0.8794,0.9664,0.6913
7903,0.9288,0.8844,0.8387,0.8978,0.9571,0.6947
7904,0.9234,0.9065,0.8615,0.8971,0.9456,0.6844
7905,0.912,0.9073,0.8879,0.883,0.9342,0.6536
7906,0.9113,0.8903,0.8892,0.8725,0.928,0.6263
7907,0.9172,0.8802,0.8822,0.8731,0.9189,0.5926
7908,0.9154,0.8667,0.8621,0.8681,0.9058,0.566
7909,0.9113,0.849,0.8414,0.8589,0.8855,0.5291
7910,0.8998,0.8318,0.8306,0.8456,0.8628,0.4972
7911,0.882,0.8258,0.8363,0.8306,0.8475,0.4972
7912,0.8618,0.8279,0.8463,0.8153,0.8391,0.4846
7913,0.8496,0.8233,0.8292,0.8033,0.8328,0.4609
7914,0.8381,0.8158,0.8056,0.7945,0.8296,0.4456
7915,0.8138,0.8124,0.7889,0.7752,0.8256,0.4262
7916,0.7829,0.8055,0.7843,0.7507,0.8131,0.3974
7917,0.7177,0.7836,0.7537,0.6988,0.8003,0.4179
7918,0.6556,0.7453,0.7048,0.6467,0.7963,0.4193
7919,0.6248,0.7027,0.6662,0.6033,0.784,0.4234
7920,0.6078,0.6528,0.6374,0.5744,0.7945,0.4097
7921,0.5726,0.62,0.6159,0.5453,0.7958,0.3866
7922,0.4758,0.6176,0.6023,0.4865,0.7994,0.3826
7923,0.3649,0.6403,0.6239,0.4371,0.7882,0.3813
7924,0.2929,0.6673,0.641,0.4017,0.7665,0.3893
7925,0.3439,0.6197,0.6223,0.3932,0.7416,0.3732
7926,0.5118,0.5412,0.578,0.4505,0.7038,0.3405
7927,0.6948,0.4615,0.5052,0.5407,0.6357,0.3127
7928,0.7856,0.3925,0.4332,0.601,0.5792,0.2801
7929,0.8443,0.3668,0.3791,0.6616,0.5431,0.2407
7930,0.8775,0.409,0.3555,0.723,0.5189,0.1866
7931,0.8981,0.4867,0.3546,0.7725,0.491,0.1413
7932,0.9187,0.5527,0.3866,0.8033,0.4906,0.1291
7933,0.9206,0.5906,0.434,0.8118,0.484,0.1283
7934,0.9023,0.6126,0.4794,0.7905,0.4563,0.1583
7935,0.8661,0.624,0.5277,0.7418,0.4,0.2037
7936,0.8112,0.6126,0.5666,0.6769,0.3461,0.2755
7937,0.746,0.604,0.5876,0.616,0.2966,0.3227
7938,0.6747,0.6067,0.6072,0.5718,0.2496,0.3078
7939,0.6068,0.6257,0.6085,0.5453,0.2169,0.2561
7940,0.576,0.6568,0.5935,0.5391,0.1866,0.166
7941,0.589,0.6727,0.5675,0.5509,0.1734,0.0908
7942,0.6458,0.6799,0.5267,0.5862,0.1691,0.0494
7943,0.6785,0.6745,0.4962,0.6097,0.1588,0.035
7944,0.6562,0.6521,0.4756,0.5968,0.1623,0.0369
7945,0.6074,0.6154,0.4683,0.5516,0.1572,0.0485
7946,0.5901,0.561,0.4676,0.509,0.1471,0.0455
7947,0.6761,0.4962,0.4833,0.5248,0.143,0.0957
7948,0.7402,0.4402,0.4909,0.5565,0.1267,0.2249
7949,0.8314,0.4149,0.4805,0.6292,0.1169,0.3252
7950,0.9192,0.4353,0.4482,0.7273,0.1176,0.329
7951,0.926,0.4446,0.4034,0.7494,0.1236,0.2697
7952,0.9122,0.4828,0.352,0.7814,0.1353,0.196
7953,0.906,0.5789,0.2879,0.8155,0.147,0.1113
7954,0.9294,0.6806,0.305,0.8731,0.152,0.0417
7955,0.9444,0.7621,0.3859,0.8992,0.1377,0.0015
7956,0.9576,0.7707,0.4409,0.8956,0.1116,0.0
7957,0.9602,0.7111,0.5029,0.8799,0.097,0.0
7958,0.9456,0.6339,0.5402,0.8576,0.1003,0.0001
7959,0.8905,0.657,0.4836,0.8372,0.1051,0.0209
7960,0.7462,0.7158,0.3603,0.7559,0.1092,0.0951
7961,0.4742,0.7509,0.2496,0.5954,0.1119,0.2057
7962,0.2885,0.7604,0.1772,0.4613,0.1128,0.3177
7963,0.2541,0.7199,0.1125,0.4066,0.1111,0.3893
7964,0.438,0.6353,0.0496,0.4533,0.1113,0.4359
7965,0.7237,0.5169,0.0193,0.5744,0.1099,0.4916
7966,0.8648,0.3962,0.0094,0.6373,0.1073,0.5538
7967,0.9215,0.2773,0.0072,0.6438,0.1054,0.5992
7968,0.929,0.1891,0.0101,0.6238,0.1016,0.6728
7969,0.9192,0.1292,0.0122,0.5966,0.0952,0.7761
7970,0.8933,0.0971,0.0127,0.5632,0.0889,0.8502
7971,0.8614,0.0941,0.0128,0.5498,0.0846,0.8942
7972,0.8274,0.1132,0.0169,0.5496,0.0846,0.9163
7973,0.8058,0.1636,0.022,0.5655,0.0854,0.9301
7974,0.7454,0.2303,0.0292,0.5632,0.083,0.9404
7975,0.7599,0.3125,0.0548,0.6213,0.0746,0.9352
7976,0.7574,0.4062,0.1128,0.6763,0.0721,0.9366
7977,0.7304,0.4583,0.1689,0.6724,0.0731,0.9246
